,episode,rev_title,rev_content,rvr_rating
0,"""Star Trek: Enterprise"" Precious Cargo (TV Episode 2002)","Fairly standard ST:E episode. Decent story and script, but predictable and unchallenging","Trip Tucker is the protagonist in this episode and while the episode may have been intended as something of a character study for him, we don't really learn anything new about him through this. Paadma Lakshi plays the precious cargo - a princess in a stasis pod being transported by pair of questionable individuals. Since she looks more human than the aliens who are transported, it should be no surprise that she is one of the 'good guys'. The aliens are not particularly bright and do not appear to be possessed of completely developed personalities. Though the script and story are a little better than usual for this series, the plot is almost completely predictable and Ms Lakshi's acting is actually below the franchise standard. Altogether average episode.",5
1,"""Star Trek: Enterprise"" Precious Cargo (TV Episode 2002)",Rather predictable but enjoyable.,"In many ways, this episode of ""Star Trek: Enterprise"" is highly reminiscent of the original ""Star Trek"" episode ""Elaan of Troyius"". Considering that this old episode isn't all that good, reworking the story doesn't bode well for ""Precious Cargo"".When the show begins, a couple aliens get help with their ship from Enterprise. Oddly, however, these folks don't seem especially friendly and just want to leave as soon as possible with their cargo. And what IS the cargo--a woman in suspended animation who is supposedly being brought to her home world. What the crew doesn't realize is that the lady is actually a queen and she is their prisoner! Trip discovers this--but too late. He and the cargo are kidnapped and taken on a crazy trip--one where they soon went from totally hating each other to being crazy-pants in love...something which is really easy to predict.Aside from a very humorous interrogation scene, there is so much about this show that is just old and clichéd. See the 'romance' and you'll see what I mean.UPDATE: By the way, it isn't just me who hated this episode. At the 50th anniversary Star Trek convention in Las Vegas, this was voted as one of the 10 worst of all episodes from every Trek franchise! That is some ignoble designation!",4
2,"""Star Trek: Enterprise"" Precious Cargo (TV Episode 2002)",The First Monarch of Krios Prime,"The Enterprise receives a distress call from a Retellian cargo vessel and the crew tells Captain Archer that they have problem with the life support system of an alien that is transported in a cocoon. Trip goes to the alien ship to repair the system while Goff and Plinn come to Enterprise to have a shower and meal. Trip sees a beautiful woman in the cocoon that suddenly wakes-up, and Trip tries to help her to leave the spot. However, Trip is attacked by Goff, who leaves Plinn in the Enterprise and escapes with Trip and the woman. She introduces herself to Trip as Kaitaama, the First Monarch of Krios Prime, and she tells that she had been abducted by the Retellians that asked for a ransom. Trip decides to escape in the pod and convinces Kaitaama to come with him.""Precious Cargo"" is a funny episode, and Trip recalled me Captain Kirk from ""Star Trek"" again, seducing another female alien. The unpleasant character of the gorgeous Padma Lakshmi actually did not need a consultation with Dr. Phlox to relieve her sexual tension with the presence of Trip. The Retellian Goff is easily lured by Archer and T'Pol, but I liked this episode. My vote is eight.Title (Brazil): ""Carga Preciosa"" (""Precious Cargo"")",8
3,"""Star Trek: Enterprise"" Precious Cargo (TV Episode 2002)",The Admirable Crichton (Tripp),"This episode has some fun things going for it. First of all, a couple aliens who are having trouble with their ship are helped by Archer and the Enterprise. It turns out they are a couple low-lifes who have some interesting cargo. It is a gorgeous princess who is being taken to a planet to assume her role as royalty. She and Tripp end up together in a tight little escape pod, sparring all the way because she can't tolerate ""commoners."" There is all this sexual tension going on as they attempt to survive on a water covered planet. There is a great scene where Archer and T'Pol interrogate one of the aliens who was left behind, making him think he will be executed. T'Pol pretends to be a heartless judge who has already had 17 crewmen executed. Lots of fun, but, of course, very easy to figure out.",8
4,"""Star Trek: Enterprise"" Precious Cargo (TV Episode 2002)",campy trek,"This is among the most humorous Trek episode of the modern era. It reads like a 1950s sci-fi short story.Campy as all getout, our two lovebirds, Kaitaama and Trip end up on a miserable watery planet with a single jungle continent. They begin by hating each other, Kaitaama being the princess of Planet Krios. Kaitaama is disagreeable of everything but agrees to keep her disagreement quiet while Trip works on rescuing them from aliens who took them hostage.This is an episode that reflects original episodes of ""Trek"" with Trip playing the boy-charmer and Kaitaama the difficult chick. It is not politically correct. It is not in line with 2010-era taboos or ""the establishment"" TV industry. This, along with the humor intentionally woven into the story makes it likely the funniest Trek of the modern era! Thanks to the writers for this breath of fresh air!",10
5,"""Star Trek: Enterprise"" Precious Cargo (TV Episode 2002)",Star Trek Uses a Tired Plot Device,"The Enterprise encounters a ship needing repairs. When Trip goes aboard to help out the Retellian freighter, he encounters an unexpected passenger in a stasis pod. But is she a guest of the ship or a prisoner?Woof! Talk about terrible! This script is about as clichéd a plot as ST:E could have possibly have come up with. The age-old plot device of two characters stuck in a terrible situation finding their hate turn into love is extremely hackneyed and I could have done without it for this one.To make matters worse, the actress playing Kaitaama is a horrible actress and is unfortunately on screen for the majority of this episode. Trip is acting circle around her and I don't even think Connor Trinneer is that good of an actor!Predictable as they come, this episode should be skipped unless you're a Star Trek completist.",4
6,"""Star Trek: Enterprise"" Precious Cargo (TV Episode 2002)",Swept Away,"Apart from the pleasure of seeing Lina Wertmuller's magnificently titled and very successful 1974 film ""Swept Away by an Unusual Destiny in the Blue Sea of August"" replayed in space (with Connor Trinneer standing in for Giancarlo Giannini and Padma Lakshmi for Mariangela Melato), there's not much here. T'Pol's willingness to engage in subterfuge seems a little surprising, as does the lack of natural dangers (animal or insect) in a swampy alien environment.",4
7,"""Star Trek: Enterprise"" Precious Cargo (TV Episode 2002)",Just ok,"Its not nearly as bad, or good, as most of these reviews are saying. Its just a uninspiring, by the book TV episode. it doesn't do anything new or fresh with the plot or characters. Its just a dumb filler episode. 5/10",5
8,"""Star Trek: Enterprise"" Precious Cargo (TV Episode 2002)",The worst episode of the worst season of the worst series,"Enterprise is without a doubt the worst iteration of the Star Trek franchise that made it to television. The premise of Enterprise was extremely promising; a prequel to the original Star Trek series wherein we would see earth's progression from embattled backwater to prime-position on the Federation. However, from the very beginning episode it became clear that the series was simply going to pander to the sexual frustrations/dysfunctions of the more die hard fans by showing a lot of skin and sexual tension (i.e. T'pol and Trip changing in front of each other, Captain Archer in the shower, male and female crew giving each other the up-and-down glances to foreshadow future ""hook ups"" written into the story etc). In this extremely bad episode, Trip is forced to rescue a Paris Hilton styled princess, with an excruciatingly horrible ""performance"" from Padma Lakshmi (she has got to be the worst walk-on actress ever) from some ""bad guys"". Of course there is the same basic sexual tensions, skin (she rips the bottom of her dress off during the escape) and wafer-thin dialogue. Poorly written, acted and cast. Truly the low-point all around.",
0,"""Star Trek: Enterprise"" The Catwalk (TV Episode 2002)",Radioactive Storm and Invaders,"Captain Archer is advised by three aliens that a dangerous storm is heading toward The Enterprise and will reach the ship in a couple of hours. T'Pol confirms that the radiation would be lethal for the crew, and Trip proposes to use the shielded catwalk to lodge the crew and the aliens that asked for shelter for eight days. However it would be necessary to shutdown the reactor to decrease the ambient temperature and move the controls to the remote location. Without any other alternative, Archer accepts the proposal. Three days later, Trip finds that the Enterprise has been invaded by aliens that want to deplete the ship.""The Catwalk"" is a good episode, where Archer and the crew need to retrieve the command of the Enterprise in a very dangerous situation. T'Pol in the end fraternizes with the rest of the crew, I am not sure whether following orders or feeling the need of sharing her attention with the other humans. My vote is eight.Title (Brazil): ""A Passarela"" (""The Catwalk"")",8
1,"""Star Trek: Enterprise"" The Catwalk (TV Episode 2002)","battling deadly radiation AND a bunch of ""bad guys""","After being warned of a radiation storm headed their way by a small alien crew, archer takes in the crew and together with his own creative-thinking crew, come up with a plan to ride out the storm. in the mean time, a larger crew of militant theives (uneffected by the radiation) boards the enterprise and attempts to take it over.the storyline (like many of trek universe storylines) is recycled from other trek shows. personally, im ok with that. each version has its own differences. looking at ""catwalk"" on its own merits, it has our fearless leader continuing to follow his heart and help anyone in need... his prior ""bad experiences"" have not seemed to have jaded him. taking the small alien crew at their word is typical of him and is somewhat endearing. it may place his crew in continual possible danger but thats ""what they signed on for"" and they are willing to follow him.the small alien crew is lying. although he questions their truthfullness when they come clean, the actions of the larger alien crew indicate they may be telling the truth now. either way, he has no way to deal with the lies and save the ship. saving enterprise and her crew is all that matters now, even if he has to threaten destry them to keep the wouldbe theives from aquiring the ship.with limited time and some creative flying, archers gut feelings about both alien crews save the ship. a weeks worth of close quarters wo showers and a mess to clean up are small consessions to make. its an episode worth watching.",9
2,"""Star Trek: Enterprise"" The Catwalk (TV Episode 2002)",Enterprise vs. Storm,"""The Catwalk"" finds the Enterprise in the path of an incoming radioactive storm of massive proportions. To make it more complicated, a small group of aliens ask to take shelter aboard the Enterprise for the duration of the storm. The only way for the crew to survive the radiation is to go into a makeshift bomb shelter on the catwalk. But soon it is discovered that the refugees have brought unwanted trouble.How many times is it going to take Archer to learn that you cannot just blindly trust every species you run across in space. His internal optimism in all lifeforms has put his crew in danger time after time. Maybe he should work on building relationships before just doing other species favors on a whim. While it seems to always work out thus far, this may not always be the case.The episode itself is average. It's a cool concept but the actual story goes fairly predictibly once we see where it's heading. (Sidenote: That scene involving Captain Archer, the crewman, and the crossword puzzle was super strange and awkward).Conclusion: An okay episode with a good premise.",7
3,"""Star Trek: Enterprise"" The Catwalk (TV Episode 2002)",Hanging out in the engines....,"When the episode begins, some aliens alert Enterprise to a HUGE space storm that is coming their way. And, since the ship cannot go warp seven, it will need to hunker down and ride the storm--along with this small group of aliens. But, there is lethal radiation coming in the storm and it will kill the crew unless they go to a heavily shielded part of the ship--around the nacelles on a catwalk! It won't be fun but it will save them. But this is not the end of the story. During the storm, members of the rather nasty Takret Militia board the ship and commandeer it. They are not effected by the radiation and when Archer informs them that the ship ISN'T abandoned, the militia decides to keep the ship anyway! Nice guys, huh?!I've come to notice that quite a few episodes of season two have very familiar plots. But this one is really unique and that is a huge plus. Plus I liked the way this all played out by the end of the show. Well worth seeing.",8
4,"""Star Trek: Enterprise"" The Catwalk (TV Episode 2002)","Decent premise, but inhibited by formulaic plotting and writing","In Catwalk, one of the more story-driven episodes of Enterprise's second season, the entire crew finds itself accompanying a small crew from an alien ship into one of Engineering's heavily shielded catwalks above the warpcore to ride out a radioactive storm which would - apparently - kill them all if they were directly exposed. Soon enough, aliens from the same species infiltrate the radiation-exposed portions of the ship.Bottom-line: Archer and the crew must figure out a way to regain control of their ship.Essentially, this is a subtle recycle of one of TOS' best episodes and a plot that was used in Voyager at least twice. Could have been much more interesting as a two-part arc. Why the first crew of aliens would be seeking protection from a storm which poses no threat to them is not examined, and it is not explained why Archer remains so trusting after having had problems with virtually every alien species he has encountered thus far (are we supposed to simply believe that the entire federation was completely naive before Kirk and Spock?)",6
5,"""Star Trek: Enterprise"" The Catwalk (TV Episode 2002)",Once Again; Almost Done in By Being Nice,"This is an entertaining episode where three aliens warn Archer that a storm is coming that will destroy all life on the ship unless they can warp out. Because they have inadequate warp speed, they move the entire crew to catwalks that are shielded. There are two issues, maybe three. First of all, the conditions are awful and the crew starts to become testy. Secondly, those aliens weren't exactly truthful and are causing problems. Thirdly, there are invaders on board, intent on taking Enterprise. This episode is more interesting than some and a nice change of pace.",9
0,"""Star Trek: Enterprise"" Dawn (TV Episode 2003)",better than the average second season episode,"Enterprise is exploring a gas giant with sixty some odd moons. Trip is out testing a new autopilot system on a shuttlenear one of the moons and mostly out of contact due to the moon's sensor and transmission dampening properties. Trip gets into a brief dogfight with an alien patrol vessel and they both go down. An Alien cruiser then approaches Enterprise and the two (now enemy) captains must figure out a way to retrieve their missing crew members and get out of the seemingly inevitable battle that must follow.This is the third time ST has adapted the plot of 'Enemy Mine' for its own purposes. This time, it mostly works. The alien species is much more interesting than the usual Enterprise addition, and Roxann Dawson's direction is above average for this series.Worth a watch!",7
1,"""Star Trek: Enterprise"" Dawn (TV Episode 2003)","""Enemy Mine"" Revisited","While making adaptations to the navigation system of the shuttle pod, Trip is attacked by a minor alien ship and both are forced to land on a moon of a complex system with sixty-two moons. Trip and the alien Zho'Kaan do not have universal translator and struggle against each other. But sooner they realize that they need to join forces to be rescued before the sunrise.""Dawn"" is a good rip-off of the pacifist Wolfgang Petersen's ""Enemy Mine"", in my opinion one of the best sci-fi ever made, with a strong and powerful message against war. Therefore the episode is good because revisits the first part of the feature displaying the same wonderful message of understanding, union and fraternity. My vote is eight.Title (Brazil): ""Amanhecer"" (""Dawn"")",8
2,"""Star Trek: Enterprise"" Dawn (TV Episode 2003)",Trip & Zho'Kaan: Best Frienemies,"The Enterprise is exploring a new system and Trip is testing on a shuttlepod when an unidentified craft shoos Trip down. The two crash-land on one of a gas giant's many moons and it's up to the Enterprise and the ship of Arkonians to find the duo before sunrise and the two burn to a crisp.I have not seen ""Enemy Mine"" that is being mentioned in so many of the reviews before me. However, this premise is very neat and something I will have to search for in the future. Regarding the ST:E episode, I thought it was okay. It would have been nice if the plot was a more original one but as a stand-alone filler episode, it was one of the better ones.The struggle between Trip and Zho'Kaan is exciting and interesting. The majority of the episode focuses on them and their back and forth interactions of control. The Vulcans' previous hostile interplay with the Arkonians is a nice added wrinkle to the plot to up the stakes a little a bit. I also think that this is some of the better acting that we've seen out of Connor Trinneer this far. I'm actually coming around to his character a little bit.Conclusion: While not exactly stellar, this is one of the better Season 2 episodes thus far.",7
3,"""Star Trek: Enterprise"" Dawn (TV Episode 2003)",Enjoyable to watch but not the least bit original.,"The episode begins with Trip in the shuttle doing some maintenance in space. Unexpectedly, another small ship arrives and opens fire on him! In trying to escape, he flies towards a nearby planet--and something about the planet makes the engines fail on the shuttle. The same ALSO occurs to the enemy ship. Soon, Trip and this alien are locked in a hand to hand battle on the surface. Can they put aside their differences and anger to somehow work together to escape?This is the second episode in the Star Trek canon that was basically 'borrowed' (a nice way of saying stolen) from the wonderful movie ""Enemy Mine"". I love ""Enemy Mine"" and thought the way it took a very simple story and brought great depth and significance to it was what made it so very, very good. Here, you have the same basic story but because it's only half as long, much of the significant character development is missing. Still good because the plot is good but see ""Enemy Mine"" instead if you had to choose just one.",7
4,"""Star Trek: Enterprise"" Dawn (TV Episode 2003)",The least you could do is make the alien look different...,"...if you wanna rip off enemy mine, that's fine, I guess. But man, they stole the whole doggone plot, turn for turn. The least they could do is come up with a different looking mask for the Enterprise alien. I think they must have just stolen Louis Gossett Jr.'s mask and glued on a nose!",5
5,"""Star Trek: Enterprise"" Dawn (TV Episode 2003)",Strained Relations,"This is the classic story of two beings who are at war but must depend on one another to survive. Tripp's shuttle is shot down for no reason, other than it is assumed he was trespassing in restricted space. The Enterprise is in contact with the captain of the enemy ship. Most of the episode involves the two combatants trying to figure each other out. There are significant beatings of both members. Tripp needs parts from the other guys ship to put together a communications device. Eventually, a kind of friendship develops between them based on respect and trust. This plot has been done a hundred times, but it is nicely presented here.",7
6,"""Star Trek: Enterprise"" Dawn (TV Episode 2003)",Darmok at Enemy's Janagra?,"I should start out by mentioning this is my first time watching the ENT series. I've seen the rest and read dozens of novellas. That being said, I rather adored this episode. I see that a lot of people calling it regurgitated Enemy Mine and they're not wrong. Even the little pregnancy thing Trip said at the end was a nod to that movie. It's still a well written and intimate episode and I'm a sucker for the 2 strangers/Journey and Return narrative.",8
7,"""Star Trek: Enterprise"" Dawn (TV Episode 2003)","""Enemy Mine"" Regurgitated","This is, as other reviewers have mentioned, another variation of ""Enemy Mine"", a moderately effective classic of SF. The reason for the low rating is not the mildly derivative nature of the episode, but because it displays all the subtle flaws of the first two seasons of all the revival Star Treks, most notably execrable writing and excessive misuse of ""Duh!?!? Why not...?"" dramatic points demonstrating an almost complete lack of really obvious escapes not made to enhance so-called ""drama"", which is why this is *melodrama*, not *drama*.... For this one, we've got several melodramatic macguffins -- things placed there specifically to create drama, which rationally are unlikely. One of them is perhaps vaguely explicable but the others are inexcusable. The first is that the shuttle is out with neither a translator nor, apparently, a hand phaser, which, sorry, ought to be **standard equipment** on ANY shuttle when leaving the confines of the ship -- that this is kind of DUH would be obvious to the Malcolm Reed character even if no one else. After all, it's his job to be slightly paranoid and to expect problems and prepare the ship and its crew to meet them. That's the excusable problem. The inexcusable ones include the lack of proper survival gear as well as the fact that ""we can beam you out, but we can't figure out that we can beam DOWN that survival gear -- including, say, a **environmentally controlled tent** -- which we rather stupidly forgot to include on the shuttle."" Another is the factoid that the alien can't be beamed out. THIS species is too sensitive, apparently. Just a bit conveeeeenyent, if you think about it. So the episode goes on for five more ""dramatic"" minutes while you're busy looking for something to throw at the screen as a proxy for idiotically incompetent writers and directors.The first two seasons of all the Star Treks after the original series really, really blow, big time, with regurgitated, hackneyed, and recycled plots and BAD, uber-melodramatic stories. After that they get notably more tolerable.",
0,"""Star Trek: Enterprise"" Stigma (TV Episode 2003)","A Little Heavy-handed, but Not Bad","""Stigma"" reveals to us that the mind-meld that T'Pol was involved in back in Season 1 gave her some kind of transmittal disease that is currently incurable. Doc Phlox decides to ask some Vulcans about it at a healthcare conference he's attending and this ends up putting T'Pol in hot water. This disease is stigmatized since only those who mind-meld can contract it. Will T'Pol be forced to go back to Vulcan.Pretty early on it's clear that this episode is an analogy of AIDS and the stigma surrounding it and the homosexual community. While it is a bit heavy-handed and can get a tad preachy at a few moments throughout it, I still think this is one of Season 2's better episodes. The subplot with Feezal and Trip has good comedy that actually works and the main plot of the episode is engaging, T'Pol being one of the bright spots of ST:E thus far. We'll see how this disease affects her character moving forward.Conclusion: An episode with a clear message that gets its point across to the audience, worth a watch.",7
1,"""Star Trek: Enterprise"" Stigma (TV Episode 2003)","Vulcan Intolerance, Human Morality","While in the Interspecies Medical Exchanges Conference, Dr. Phlox tries to learn the state-of-art treatment for the lethal and stigmatized disease Pa'nar Syndrome with the Vulcan physicians. He lies to the doctors and does not tell them that T'Pol has been infected when she was forced in the mind meld one year ago. The bigotry Vulcans do not give any information while T'Pol does not accept to reveal that she was assaulted because she does not accept the stigma and prejudice against the minorities in her planet. When the doctors discover that T'Pol is infected, they request her return to Vulcan to meet the High Command. Meanwhile, one of the wives of Dr. Phlox comes to the Enterprise to instruct Trip about the installation of a complex neutron microscope, and she flirts with him, trying to seduce the uncomfortable Trip.In ""Stigma"", the Vulcans show their prejudice against minorities and that in spite of being technologically advanced, they have a very narrow mind. Trip shows his character, respecting Dr. Phlox in accordance with the best principles of human morality and respect. And T'Pol gives an example of strong personality, walking the way she talks. My vote is eight.Title (Brazil): ""Estigma"" (""Stigma"")",8
2,"""Star Trek: Enterprise"" Stigma (TV Episode 2003)",The Vulcans Deserve to Be Outed,"Those that are complaining that this episode is preachy need only look at the time frame. The established fact is that the Vulcans stood in the way of Earth being granted recognition for its accomplishments. One can have emotions in hand but feel threatened by disruption to their ancient culture. The complaint that they are villainous implies that their feelings are indeed emotional and arbitrary. They simply find the Earthlings lesser beings, barely capable of taking care of themselves. There is prejudice and there is certainty of one's essential superiority. I believe the latter is at work here. I find it refreshing that these creatures have their foibles. I'm interested in seeing how T'Pol fares in the future.",8
3,"""Star Trek: Enterprise"" Stigma (TV Episode 2003)",volcans showing their colors,"I really enjoyed this episode. not only does it show tpal using her logic to defend others but it shows the volcan society in general as the fallible beings humans thought they were without any real defense from the volcans.after seeing prior star trek series, it never occured to me that the volcans ever thought the mind meld was a bad thing. voyager, showed mind melds on a regular basis. we intitially learned of them on TOS. the most respected volcan on TNG used the ability to strengthen his mind. Its something inherantly volcan but in ENT it has been used as a form of mind expansion, rape, and the basis of extreme prejudice. it took another 100+ yrs for the mind meld to be accepted practice for volcans. this series does a good job at showing not only how humans grew from volcan contact but how volcans learmed tolerance from humans... something they never expected to do.",8
4,"""Star Trek: Enterprise"" Stigma (TV Episode 2003)",Further evidence that the Vulcans are not so wonderful and enlightened after all.,"A big theme of ""Star Trek: Enterprise"" is the friction between the Earth and Vulcan. While the Vulcans in other series (which were actually set AFTER this show chronologically) showed the Vulcans and super-stuffy yet noble, here they are far, far less noble. In fact, at times they are totally sanctimonious jerk-faces! Here in ""Stigma"" they are REAL jerk-faces.The show begins with Dr. Phlox going to a medical conference and the crew going to visit this same planet. However, two interesting plots occur. First, Phlox is reunited with one of his wives--and the wife is VERY friendly towards Trip and seems to want to initiate a booty call with him. Second, T'Pol is apparently struggling from an illness (which was alluded to in an earlier show). But, the VERY prejudiced Vulcans hate anyone with the disease and the prevailing attitude is that the folks deserve the illness and their deaths is NOT such a bad thing (an obvious parallel to AIDS). Can Phlox and Archer somehow get these jerk-faces to somehow provide them with information as to how to cure the illness AND still manage to salvage T'Pol's career?This is a good episode. I liked the humorous plot about Mrs. Phlox (or whatever her name was) and the one about the Vulcan illness was pretty good--though very obvious. Well worth seeing.",7
5,"""Star Trek: Enterprise"" Stigma (TV Episode 2003)",overly preachy,"This episode is an after school special concerning AIDS and gayness.There's nothing wrong with Star Trek dealing with issues we are dealing with now; many Star Trek shows do. It's not good when the message overpowers the script. If you are a comedian with a message... make it funny, if you are a song writer... make quality songs (or at least sing in key)and if you are a Star Trek writer don't forget to have a good plot with the message.At the end when Sub-Commander T'Pol was restating the message once again, she started to turn her head; I expected her to look in the camera and say ""and kids; don't do drugs"".Go ahead... tell the message but tell it better than a bad version of the Afternoon after school special.",2
6,"""Star Trek: Enterprise"" Stigma (TV Episode 2003)","Berman and Braga, ladies and gentlemen; couldn't make a hero out of Martin Luther King Jr","Rick Berman and Brannon Braga wrote this episode, and it shows.Throughout the entirety of the Star Trek franchise, the portrayal of Vulcans, starting from the Original Series, all the way through to Voyager, has been one of a race of smooth, cool, logical beings, who despite their supressions of emotion, often have fun in their logic, or develop personalities. Spock was dryly witty, Tuvok prudish and irritable.So leave it to Berman and Braga, the idiots behind much of Voyager, Insurrection, Nemesis, and Generations, to make the Enterprise-era Vulcans into the total OPPOSITE of logical, while still retaining a seeming emotionlessness.This episode does to the Vulcans what Voyager's ""Threshold"" and Enterprise's ""Dear Doctor"" did to evolution, rendering them into pale reflections of their species archetype, all but crossing into bad parody. Here, they are not the wise, intelligent, logical beings with awkward social skills, but intolerant, smug, prejudiced pseudo-""aristocrats"".They've been like that virtually the entire series of Enterprise, but this episode in particular demonstrates the incredible ability of Berman and Braga to destroy all the little things that make Star Trek what it is.T'Pol has a fatal disease she contracted when she was forcibly mind-melded by a pack of emotional Vulcans, and she's told no one because apparently the Vulcans oppress anyone with this disease, and consider ANYONE with the disease to be part of a minority that can initiate mind-melds, or else someone who has been given a mind-meld.Replace ""can initiate mind-meld"" with ""black"" and ""Vulcan"" with ""(human) person"" and you pretty much have the ""Enterprise"" Vulcans in a nutshell.It's utterly astonishing, shocking, and infuriating the way the Vulcans are portrayed as BIGOTS, OUTRIGHT BIGOTS with regards to this minority. It's shocking that Captain Archer, deranged moron, is THE ONLY SANE PERSON IN THE ROOM in a scene where he and T'Pol confront a group of three Vulcans towards the end, and Archer lashes out that for years the Vulcans have said the Humans are too irrational, too narrow-minded, etcetera to be allowed all the technological advances the Vulcans have, and THEY PROVE THEMSELVES TO BE THE HYPOCRITES in their Medieval-esquire approach to T'Pol and her illness; she'd be recalled from her place as Subcommander, and never allowed to be a part of ANY starship crew for the rest of her shortened life.The movie ""Philadelphia"" covered this topic beautifully. This episode handles it ass-backwards, with the enlightened, sophisticated, LOGICAL group of people being the racist, prejudiced bigots. In any other story, this would be a genuine story. But due to the DECADES of established Star Trek canon, it's just bad writing.",1
7,"""Star Trek: Enterprise"" Stigma (TV Episode 2003)",SOMEONE WENT TOO FAR...,"I don't usually watch ""Enterprise"", but I happened to catch the series one night, and they showed an episode called ""Fusion"", which dealt with a splinter group of Vulcans known as ""V'tosh ka'tur"" (Vulcans without logic""). These are the ones who, while they don't reject the teachings of Surak outright, disagree as to how these teachings should be interpreted. They believe in embracing emotions rather than suppressing them, in trying to find a balance between logic and emotion (sounds very human, doesn't it?)---and one of them, a character named Tolaris who apparently had an ulterior motive, persuaded the very logical and dispassionate T'Pol to join him in a mind-meld. But he went too far, and when she resisted and pushed him away he lost his cool, I mean really flew off the handle, and he assaulted her with the result that she ended up in sickbay, in bad shape. She finally recovered, but as a consequence she developed Pa'nar syndrome. It took T'Pau---a familiar figure in Star Trek's ""Amok Time"" and an expert melder---to remedy the situation and get T'Pol back to normal. Now, it seems that in ""Stigma"" she did not want to talk about her ordeal. I can understand how she must have felt at being thus violated, and how relieved she had been when those V'tosh ka'tur finally left the Enterprise---no doubt she never wanted to see the likes of them again.",9
8,"""Star Trek: Enterprise"" Stigma (TV Episode 2003)","Clumsy at times, but still enjoyable","So this is it: Star Trek's gay-episode. While I'm not a huge Trek-nerd, I've come to appreciate the franchise (minus most of the TNG-films) over the past few years. I'm also aware that they always wanted to do a ""gay"" episode but ""never got around to it"" until Enterprise. That in itself is fine by me, since making comments on current issues in a sci-fi-setting is one thing Trek has been known to do since TOS. However: Making a statement about gay people/AIDS in 2003 is hardly what I'd call ""being topical"". It would've been a lot more appropriate or even daring in the 80s or 90s. Still: I didn't mind the subject matter. What I did mind were some minor points with the plot.Phlox setting the plot in motion almost makes him look stupid. Using the age-old ""a *friend* of mine (who is totally not me) has this problem"" request is bad enough. But he also doesn't address the fact that he's asking for data on a Vulcan disease while he has a Vulcan science officer on his ship. He should've just told the doctors beforehand ""I have discussed this with T'Pol but her medical expertise is extremely limited ... that's why I'm asking you guys for help."". Also: His decision to not inform Archer before making his request is also kinda odd. Yes, there's doctor/patient confidentiality, but he should know by now that he can trust Archer *and* that this guy has a right to know about T'Pol's condition. Seems odd to me that he didn't try harder to convince T'Pol that Archer knowing would be in her best interest. Anyhow: The whole analogy of ""Stigma"" couldn't be more obvious if the writers had called the disease ""T'aids"". Still: They make some valid points. The tone of the episode can be rather preachy at times, but when you're dealing with the discrimination of minorities and stigmatized diseases, it's kinda hard to not get preachy. Plus: The B-story of Phlox' horny wife trying to access Trip's matter-injector works pretty well as counter-balance.Now, since a lot of people seem to hate ENT's Vulcans, and this is a very Vulcan-centric episode, here are my thoughts on them: I don't mind the Vulcans being different from the ones in earlier ST-series. I think it's actually pretty cool that the creators of ENT decided to make the Vulcans intolerant and somewhat hypocritical pricks. After all: This is 100 years prior to Spock et all, so why *shouldn't* those earlier Vulcans be different? It gives them a pretty cool arc, albeit a retrofitted one. It would've been a lot more boring to have them behave exactly like Spock and it would've made the Vulcans less versatile as characters. In fact: The characters themselves would've been a lot more boring. How interesting can you make people who'll always do what's logical, don't lie and never seem to have any egotistical motivations?Vulcan behavior in this episode is a lot more varied than what we're used to seeing from the older shows: You have the intolerant doctors, the one doctor who secretly isn't so intolerant (and whose behavior foreshadows what the Vulcans of TOS will be like) and, of course T'Pol. Her decision to do what she thinks is right, even if it means losing her job, not only makes for the drama in the story, but advances the character and gains her respect from both the audience and her colleagues. I also enjoyed watching Archer standing up for T'Pol - probably marking his final acceptance of her as both his first officer and a person. Also good: Trip's uneasiness and Phlox' ""tolerance"" regarding Mrs. Phlox' not-so-subtle advances provided some much needed levity. Overall, Stigma is a pretty solid effort in my book.7/10",7
0,"""Star Trek: Enterprise"" Cease Fire (TV Episode 2003)","The Efficient ""Pink-Skin"" Diplomat","Admiral Forrest advises Captain Archer to travel to the small Class D planet called Weytahn by the Andorians and Paan Mokar by the Vulcans on the border of their empires and motive of a long dispute. The Andorian commander Shran does not trust on the Vulcans and has invited Archer to mediate a negotiation of cease fire with their enemies. Archer and T'Pol meet Shran and he releases one hostage to indicate his good faith in negotiating personally with the Vulcan Ambassador Soval. Archer succeeds to convince Soval to go with T'Pol and him to the planet, but they are attacked by Andorians that do not believe in a peaceful solution for the situation. ""Cease Fire"" is one of the best episodes of the Second Season. The story has action, good dialogs (I personally liked the dialog between Soval and T'Pol) and a great peaceful message of peace and understanding in the end. The ""pink-skin"" Captain Archer proves that is very efficient also as a diplomat, winning the deserved respect from the Andorians and Vulcans. My vote is nine.Title (Brazil): ""Cessar Fogo"" (""Cease Fire"")",9
